order_id,order_date,customer_id,customer_node_id,depot_id,agent_id,agent_age,depot_lat,depot_lon,customer_lat,customer_lon,customer_name,observed_eta_min,rating,area,node_order_count,direct_depot_customer_km,is_distance_outlier,is_routing_eligible
pbjm971961647,2022-03-10,pbjm971961647,NODE-0021,DEPOT-021,AGENT-DEPOT-021-AGE-31,31,23.357804,85.325146,23.487804,85.455146,Customer 0021,130,4.7,Metropolitian ,13,19.618739348801018,False,True
kjic578711491,2022-03-11,kjic578711491,NODE-0022,DEPOT-004,AGENT-DEPOT-004-AGE-37,37,11.003669,76.976494,11.013669,76.986494,Customer 0022,100,5.0,Metropolitian ,14,1.5581322655568652,False,True
rkzt648036688,2022-03-27,rkzt648036688,NODE-0023,DEPOT-022,AGENT-DEPOT-022-AGE-33,33,12.986047,80.218114,13.116047,80.348114,Customer 0023,195,4.3,Metropolitian ,14,20.180635114114718,False,True
segh259958026,2022-03-26,segh259958026,NODE-0024,DEPOT-023,AGENT-DEPOT-023-AGE-25,25,19.221315,72.862381,19.261315,72.902381,Customer 0024,170,4.0,Metropolitian ,14,6.116971669682334,False,True
owvs520891091,2022-03-27,owvs520891091,NODE-0025,DEPOT-024,AGENT-DEPOT-024-AGE-29,29,13.005801,80.250744,13.115801,80.360744,Customer 0025,75,4.5,Metropolitian ,12,17.07559440107296,False,True
edrh271340988,2022-04-05,edrh271340988,NODE-0026,DEPOT-025,AGENT-DEPOT-025-AGE-27,27,26.849596,75.800512,26.879596,75.830512,Customer 0026,90,5.0,Urban ,16,4.470286489434607,False,True
qvfd540651807,2022-03-12,qvfd540651807,NODE-0027,DEPOT-026,AGENT-DEPOT-026-AGE-35,35,21.160522,72.771477,21.250522,72.861477,Customer 0027,190,4.3,Metropolitian ,18,13.68204452608078,False,True
gzfn634029300,2022-03-16,gzfn634029300,NODE-0028,DEPOT-027,AGENT-DEPOT-027-AGE-32,32,12.934179,77.615797,13.024179,77.705797,Customer 0028,235,4.0,Metropolitian ,14,13.973182653917394,False,True
xjps180812498,2022-04-02,xjps180812498,NODE-0029,DEPOT-028,AGENT-DEPOT-028-AGE-23,23,18.51421,73.838429,18.62421,73.948429,Customer 0029,60,4.8,Urban ,12,16.85361872985359,False,True
ahpg083217029,2022-04-01,ahpg083217029,NODE-0030,DEPOT-029,AGENT-DEPOT-029-AGE-31,31,11.022477,76.995667,11.052477,77.025667,Customer 0030,130,4.8,Metropolitian ,15,4.674172124263269,False,True
itii428784576,2022-03-05,itii428784576,NODE-0031,DEPOT-030,AGENT-DEPOT-030-AGE-36,36,21.160437,72.774209,21.210437,72.824209,Customer 0031,110,4.1,Urban ,15,7.601616771071091,False,True
asis944862845,2022-02-11,asis944862845,NODE-0032,DEPOT-031,AGENT-DEPOT-031-AGE-26,26,15.51315,73.78346,15.56315,73.83346,Customer 0032,105,4.3,Urban ,3,7.720324413179964,False,True
xzkg140273315,2022-02-11,xzkg140273315,NODE-0033,DEPOT-032,AGENT-DEPOT-032-AGE-38,38,15.561295,73.749478,15.601295,73.789478,Customer 0033,125,4.9,Urban ,3,6.175636261016932,False,True
agoo012263585,2022-04-02,agoo012263585,NODE-0034,DEPOT-020,AGENT-DEPOT-020-AGE-32,32,18.563934,73.915367,18.693935,74.045367,Customer 0034,150,4.6,Metropolitian ,14,19.914686965545187,False,True
ezif478391605,2022-03-08,ezif478391605,NODE-0035,DEPOT-033,AGENT-DEPOT-033-AGE-33,33,18.55144,73.804855,18.62144,73.874855,Customer 0035,110,4.9,Metropolitian ,13,10.724517748046024,False,True
tixw400453550,2022-04-03,tixw400453550,NODE-0036,DEPOT-034,AGENT-DEPOT-034-AGE-20,20,18.593481,73.785901,18.633481,73.825901,Customer 0036,50,4.7,Urban ,15,6.127835452844327,False,True
mrfx777445506,2022-03-30,mrfx777445506,NODE-0037,DEPOT-035,AGENT-DEPOT-035-AGE-20,20,21.173343,72.792731,21.183343,72.802731,Customer 0037,95,4.8,Metropolitian ,11,1.5203573134022046,False,True
czjt755903822,2022-04-01,czjt755903822,NODE-0038,DEPOT-036,AGENT-DEPOT-036-AGE-35,35,17.451976,78.385883,17.471976,78.405883,Customer 0038,55,5.0,Urban ,14,3.0734537599377685,False,True
zqtj827550147,2022-03-28,zqtj827550147,NODE-0039,DEPOT-037,AGENT-DEPOT-037-AGE-26,26,12.972532,77.608179,12.992532,77.628179,Customer 0039,55,4.9,Metropolitian ,14,3.105131477545897,False,True
luka250567007,2022-03-18,luka250567007,NODE-0040,DEPOT-037,AGENT-DEPOT-037-AGE-22,22,12.972532,77.608179,13.042532,77.678179,Customer 0040,140,4.8,Metropolitian ,14,10.867426834480481,False,True
zkat983341391,2022-03-14,zkat983341391,NODE-0041,DEPOT-038,AGENT-DEPOT-038-AGE-35,35,13.064181,80.236442,13.134181,80.306442,Customer 0041,33,4.3,Metropolitian ,16,10.865464603780389,False,True
ydhu273019158,2022-04-04,ydhu273019158,NODE-0042,DEPOT-039,AGENT-DEPOT-039-AGE-37,37,21.149569,72.772697,21.239569,72.862697,Customer 0042,260,4.7,Metropolitian ,14,13.682516298592297,False,True
rpuq263118672,2022-03-08,rpuq263118672,NODE-0043,DEPOT-040,AGENT-DEPOT-040-AGE-28,28,19.091458,72.827808,19.201458,72.937808,Customer 0043,110,4.6,Metropolitian ,15,16.826241648658115,False,True
nvck471535045,2022-02-13,nvck471535045,NODE-0044,DEPOT-041,AGENT-DEPOT-041-AGE-37,37,22.539129,88.365507,22.559129,88.385507,Customer 0044,16,4.9,Urban ,2,3.0272369309754272,False,True
rxgx102974679,2022-03-24,rxgx102974679,NODE-0045,DEPOT-023,AGENT-DEPOT-023-AGE-23,23,19.221315,72.862381,19.281315,72.922381,Customer 0045,55,4.9,Metropolitian ,12,9.175193844437826,False,True
ikas794013321,2022-03-19,ikas794013321,NODE-0046,DEPOT-042,AGENT-DEPOT-042-AGE-27,27,12.970324,77.645748,13.030324,77.705748,Customer 0046,125,4.9,Metropolitian ,17,9.315069177421892,False,True
dsyl658069912,2022-03-09,dsyl658069912,NODE-0047,DEPOT-038,AGENT-DEPOT-038-AGE-37,37,13.064181,80.236442,13.104181,80.276442,Customer 0047,130,4.8,Urban ,16,6.209021101535612,False,True
wzoc344425774,2022-03-19,wzoc344425774,NODE-0048,DEPOT-043,AGENT-DEPOT-043-AGE-33,33,21.175975,72.795503,21.185975,72.805503,Customer 0048,90,5.0,Metropolitian ,13,1.5203447277401048,False,True
dwnh519656346,2022-04-03,dwnh519656346,NODE-0049,DEPOT-007,AGENT-DEPOT-007-AGE-31,31,23.369746,85.33982,23.409746,85.37982,Customer 0049,80,4.9,Metropolitian ,14,6.037225392443855,False,True
yakw330215137,2022-03-25,yakw330215137,NODE-0050,DEPOT-003,AGENT-DEPOT-003-AGE-31,31,12.914264,77.6784,13.024264,77.7884,Customer 0050,115,4.8,Metropolitian ,16,17.078665498349437,False,True
fris321432357,2022-04-04,fris321432357,NODE-0051,DEPOT-044,AGENT-DEPOT-044-AGE-28,28,11.003681,76.975525,11.083681,77.055525,Customer 0051,180,4.8,Metropolitian ,12,12.464329297636581,False,True
mxuw713526914,2022-03-26,mxuw713526914,NODE-0052,DEPOT-035,AGENT-DEPOT-035-AGE-31,31,21.173343,72.792731,21.233343,72.852731,Customer 0052,80,4.7,Metropolitian ,14,9.121425981981247,False,True
carl449634661,2022-03-10,carl449634661,NODE-0053,DEPOT-045,AGENT-DEPOT-045-AGE-24,24,10.96185,76.971082,11.05185,77.061082,Customer 0053,95,4.7,Urban ,14,14.023232083084483,False,True
msnw786727644,2022-02-14,msnw786727644,NODE-0054,DEPOT-046,AGENT-DEPOT-046-AGE-39,39,27.165108,78.015053,27.255108,78.105053,Customer 0054,135,4.6,Metropolitian ,4,13.392612276663236,False,True
vizd072469706,2022-03-26,vizd072469706,NODE-0055,DEPOT-047,AGENT-DEPOT-047-AGE-32,32,26.88842,75.800689,26.89842,75.810689,Customer 0055,100,4.5,Other,14,1.4899271643865588,False,True
rxxx129114996,2022-03-29,rxxx129114996,NODE-0056,DEPOT-048,AGENT-DEPOT-048-AGE-25,25,26.913987,75.752891,26.993987,75.832891,Customer 0056,90,4.8,Urban ,14,11.916582838288104,False,True
bull762076829,2022-03-30,bull762076829,NODE-0057,DEPOT-049,AGENT-DEPOT-049-AGE-33,33,12.3085,76.665808,12.3385,76.695808,Customer 0057,110,4.9,Metropolitian ,16,4.663566689152146,False,True
fpkv432118410,2022-03-12,fpkv432118410,NODE-0058,DEPOT-050,AGENT-DEPOT-050-AGE-30,30,21.183434,72.814492,21.253434,72.884492,Customer 0058,170,4.4,Metropolitian ,12,10.641157729337541,False,True
udpq945815554,2022-03-31,udpq945815554,NODE-0059,DEPOT-051,AGENT-DEPOT-051-AGE-33,33,19.254567,72.848923,19.364567,72.958923,Customer 0059,120,5.0,Urban ,11,16.818368923732613,False,True
qeqp930384577,2022-03-17,qeqp930384577,NODE-0060,DEPOT-033,AGENT-DEPOT-033-AGE-36,36,18.55144,73.804855,18.59144,73.844855,Customer 0060,85,4.9,Metropolitian ,11,6.128551257919138,False,True
cwvq091479872,2022-02-15,cwvq091479872,NODE-0061,DEPOT-052,AGENT-DEPOT-052-AGE-21,21,25.449659,81.839744,25.469659,81.859744,Customer 0061,70,4.8,Metropolitian ,3,2.996250036665907,False,True
ivtf765857546,2022-02-15,ivtf765857546,NODE-0062,DEPOT-053,AGENT-DEPOT-053-AGE-39,39,30.372202,78.077151,30.422202,78.127151,Customer 0062,150,4.9,Metropolitian ,3,7.342175722857793,False,True
gkrb550339468,2022-03-16,gkrb550339468,NODE-0063,DEPOT-005,AGENT-DEPOT-005-AGE-39,39,12.972793,80.249982,13.062793,80.339982,Customer 0063,180,4.6,Metropolitian ,14,13.972123977178622,False,True
tsec016509855,2022-03-17,tsec016509855,NODE-0064,DEPOT-054,AGENT-DEPOT-054-AGE-22,22,21.157735,72.768778,21.197735,72.808778,Customer 0064,90,4.7,Urban ,17,6.081440797008078,False,True
xczs106918282,2022-03-15,xczs106918282,NODE-0065,DEPOT-055,AGENT-DEPOT-055-AGE-32,32,21.186438,72.794115,21.226438,72.834115,Customer 0065,85,4.6,Metropolitian ,15,6.080891507842322,False,True
wycd588946822,2022-03-05,wycd588946822,NODE-0066,DEPOT-056,AGENT-DEPOT-056-AGE-26,26,17.431477,78.40035,17.491477,78.46035,Customer 0066,50,4.7,Metropolitian ,14,9.220373067021216,False,True
wnbv620439671,2022-03-12,wnbv620439671,NODE-0067,DEPOT-038,AGENT-DEPOT-038-AGE-35,35,13.064181,80.236442,13.154181,80.326442,Customer 0067,185,4.1,Metropolitian ,13,13.96960642768458,False,True
jvco758418006,2022-03-29,jvco758418006,NODE-0068,DEPOT-057,AGENT-DEPOT-057-AGE-39,39,12.933298,77.614293,13.023298,77.704293,Customer 0068,220,4.6,Metropolitian ,11,13.973206773137713,False,True
zkks967394571,2022-03-19,zkks967394571,NODE-0069,DEPOT-058,AGENT-DEPOT-058-AGE-34,34,22.311358,73.164798,22.351358,73.204798,Customer 0069,140,4.7,Metropolitian ,12,6.058853851669116,False,True
oiyh656906407,2022-03-10,oiyh656906407,NODE-0070,DEPOT-059,AGENT-DEPOT-059-AGE-27,27,12.934365,77.616155,13.044365,77.726155,Customer 0070,210,4.7,Metropolitian ,14,17.07799287216204,False,True
qhxw976953297,2022-03-27,qhxw976953297,NODE-0071,DEPOT-060,AGENT-DEPOT-060-AGE-25,25,13.086438,80.220672,13.196438,80.330672,Customer 0071,195,4.4,Metropolitian ,15,17.072871906399556,False,True
mryb985330207,2022-03-27,mryb985330207,NODE-0059,DEPOT-051,AGENT-DEPOT-051-AGE-25,25,19.254567,72.848923,19.364567,72.958923,Customer 0059,100,4.7,Urban ,11,16.818368923732613,False,True
jzam829230168,2022-03-24,jzam829230168,NODE-0072,DEPOT-061,AGENT-DEPOT-061-AGE-30,30,26.913483,75.803139,26.933483,75.823139,Customer 0072,155,5.0,Metropolitian ,12,2.979502850576494,False,True
xnod694467359,2022-03-09,xnod694467359,NODE-0073,DEPOT-062,AGENT-DEPOT-062-AGE-24,24,17.411028,78.329645,17.471028,78.389645,Customer 0073,65,4.6,Metropolitian ,15,9.220865975037842,False,True
hcno407153953,2022-03-03,hcno407153953,NODE-0074,DEPOT-063,AGENT-DEPOT-063-AGE-39,39,18.516216,73.842527,18.566216,73.892527,Customer 0074,140,4.8,Metropolitian ,11,7.661331134220826,False,True
gyjc869072111,2022-02-15,gyjc869072111,NODE-0075,DEPOT-064,AGENT-DEPOT-064-AGE-25,25,15.5696,73.742294,15.6096,73.782294,Customer 0075,95,4.8,Urban ,2,6.1755160934059985,False,True
wkqq813752515,2022-02-18,wkqq813752515,NODE-0076,DEPOT-065,AGENT-DEPOT-065-AGE-37,37,19.876428,75.364792,19.956428,75.444792,Customer 0076,210,4.6,Urban ,3,12.209856560906529,False,True
vdfj488526028,2022-03-01,vdfj488526028,NODE-0077,DEPOT-066,AGENT-DEPOT-066-AGE-24,24,12.939496,77.625999,12.949496,77.635999,Customer 0077,115,5.0,Metropolitian ,16,1.5526813140972442,False,True
pngq326709686,2022-03-23,pngq326709686,NODE-0078,DEPOT-009,AGENT-DEPOT-009-AGE-25,25,17.433809,78.386744,17.543809,78.496744,Customer 0078,195,4.2,Metropolitian ,13,16.902806732498032,False,True
caja224507886,2022-04-01,caja224507886,NODE-0079,DEPOT-067,AGENT-DEPOT-067-AGE-32,32,23.374878,85.335739,23.384878,85.345739,Customer 0079,125,4.6,Metropolitian ,14,1.5093577696337532,False,True
hnme204254454,2022-02-16,hnme204254454,NODE-0080,DEPOT-068,AGENT-DEPOT-068-AGE-34,34,-27.163303,78.057044,27.233303,78.127044,Customer 0080,75,4.7,Metropolitian ,1,6048.631240095335,True,False
uehx759760979,2022-03-11,uehx759760979,NODE-0081,DEPOT-069,AGENT-DEPOT-069-AGE-38,38,22.74806,75.8934,22.76806,75.9134,Customer 0081,75,4.9,Urban ,12,3.0251186390184004,False,True
sdod930462581,2022-03-14,sdod930462581,NODE-0082,DEPOT-070,AGENT-DEPOT-070-AGE-36,36,26.891191,75.802083,26.981191,75.892083,Customer 0082,75,4.8,Metropolitian ,13,13.407092693002484,False,True
visy471360404,2022-03-18,visy471360404,NODE-0083,DEPOT-030,AGENT-DEPOT-030-AGE-25,25,21.160437,72.774209,21.270437,72.884209,Customer 0083,75,5.0,Metropolitian ,16,16.721976048741215,False,True
wddq796276216,2022-04-01,wddq796276216,NODE-0084,DEPOT-071,AGENT-DEPOT-071-AGE-29,29,12.316967,76.603067,12.366967,76.653067,Customer 0084,90,5.0,Metropolitian ,14,7.772343594464243,False,True
pqya338067587,2022-04-04,pqya338067587,NODE-0085,DEPOT-072,AGENT-DEPOT-072-AGE-36,36,18.927584,72.832585,19.017584,72.922585,Customer 0085,145,4.7,Metropolitian ,17,13.773737657079298,False,True
last796029882,2022-03-11,last796029882,NODE-0086,DEPOT-073,AGENT-DEPOT-073-AGE-33,33,11.022298,76.998349,11.072298,77.048349,Customer 0086,100,4.7,Metropolitian ,16,7.790158927084966,False,True
mzyt873581742,2022-03-13,mzyt873581742,NODE-0087,DEPOT-074,AGENT-DEPOT-074-AGE-36,36,12.325461,76.632278,12.365461,76.672278,Customer 0087,195,4.4,Metropolitian ,13,6.217834398578936,False,True
kbhb286226770,2022-03-04,kbhb286226770,NODE-0088,DEPOT-075,AGENT-DEPOT-075-AGE-21,21,18.530963,73.828972,18.640963,73.938972,Customer 0088,95,4.8,Metropolitian ,14,16.852834881460105,False,True
okvp821614347,2022-03-26,okvp821614347,NODE-0089,DEPOT-076,AGENT-DEPOT-076-AGE-25,25,17.458998,78.500366,17.488998,78.530366,Customer 0089,19,4.8,Urban ,14,4.610035602260694,False,True
oska955853002,2022-03-16,oska955853002,NODE-0090,DEPOT-077,AGENT-DEPOT-077-AGE-23,23,19.1813,72.836191,19.3113,72.966191,Customer 0090,85,4.8,Metropolitian ,16,19.879870677373702,False,True
rgwl479077727,2022-03-01,rgwl479077727,NODE-0091,DEPOT-029,AGENT-DEPOT-029-AGE-25,25,11.022477,76.995667,11.032477,77.005667,Customer 0091,75,4.6,Urban ,14,1.5580833985948437,False,True
tmzv371880726,2022-03-15,tmzv371880726,NODE-0092,DEPOT-078,AGENT-DEPOT-078-AGE-24,24,22.727021,75.884167,22.747021,75.904167,Customer 0092,95,4.3,Urban ,14,3.025332706173566,False,True
ofxt601212694,2022-03-04,ofxt601212694,NODE-0093,DEPOT-079,AGENT-DEPOT-079-AGE-27,27,12.979166,77.640709,13.069166,77.730709,Customer 0093,145,4.6,Metropolitian ,14,13.97194896017493,False,True
lbui872023073,2022-03-18,lbui872023073,NODE-0094,DEPOT-080,AGENT-DEPOT-080-AGE-23,23,18.994237,72.825553,19.104237,72.935553,Customer 0094,110,4.8,Urban ,12,16.83090555193196,False,True
ixfk439251990,2022-03-23,ixfk439251990,NODE-0095,DEPOT-081,AGENT-DEPOT-081-AGE-21,21,12.284747,76.625861,12.414747,76.755861,Customer 0095,210,4.3,Metropolitian ,15,20.207797933358158,False,True
njfz936670348,2022-03-15,njfz936670348,NODE-0096,DEPOT-043,AGENT-DEPOT-043-AGE-27,27,21.175975,72.795503,21.195975,72.815503,Customer 0096,60,4.7,Urban ,13,3.040641621538495,False,True
drir663128253,2022-03-08,drir663128253,NODE-0097,DEPOT-082,AGENT-DEPOT-082-AGE-32,32,11.000762,76.981876,11.130762,77.111876,Customer 0097,190,4.2,Metropolitian ,12,20.253785359470783,False,True
drdr957134932,2022-03-10,drdr957134932,NODE-0098,DEPOT-035,AGENT-DEPOT-035-AGE-25,25,21.173343,72.792731,21.283343,72.902731,Customer 0098,115,4.6,Metropolitian ,15,16.72129600980331,False,True
qrzj427928057,2022-02-11,qrzj427928057,NODE-0099,DEPOT-083,AGENT-DEPOT-083-AGE-39,39,26.479108,80.315042,26.499108,80.335042,Customer 0099,75,4.7,Metropolitian ,3,2.9845507897866907,False,True
hkit681446136,2022-03-14,hkit681446136,NODE-0100,DEPOT-084,AGENT-DEPOT-084-AGE-27,27,21.175104,72.804342,21.255104,72.884342,Customer 0100,120,4.6,Metropolitian ,17,12.161450531436758,False,True
imnm972342448,2022-03-16,imnm972342448,NODE-0101,DEPOT-015,AGENT-DEPOT-015-AGE-39,39,19.176269,72.836721,19.286269,72.946721,Customer 0101,185,3.8,Metropolitian ,17,16.822155609317257,False,True
wnne890905509,2022-03-01,wnne890905509,NODE-0102,DEPOT-085,AGENT-DEPOT-085-AGE-31,31,12.975377,77.696664,13.025377,77.746664,Customer 0102,120,4.8,Metropolitian ,16,7.762556904358442,False,True
kbdc711046313,2022-03-01,kbdc711046313,NODE-0103,DEPOT-086,AGENT-DEPOT-086-AGE-31,31,23.359194,85.325447,23.419194,85.385447,Customer 0103,65,4.8,Metropolitian ,14,9.055855161965923,False,True
alem833315854,2022-03-30,alem833315854,NODE-0104,DEPOT-087,AGENT-DEPOT-087-AGE-20,20,12.297954,76.665169,12.307954,76.675169,Customer 0104,80,4.8,Other,15,1.5545816630911855,False,True
khjm619520065,2022-03-02,khjm619520065,NODE-0105,DEPOT-088,AGENT-DEPOT-088-AGE-36,36,23.359407,85.325055,23.439407,85.405055,Customer 0105,210,4.9,Urban ,15,12.074047498027575,False,True
oiay843077855,2022-03-20,oiay843077855,NODE-0106,DEPOT-089,AGENT-DEPOT-089-AGE-20,20,23.416792,85.316842,23.506792,85.406842,Customer 0106,85,4.9,Metropolitian ,15,13.580373876280879,False,True
ohhc448549441,2022-04-03,ohhc448549441,NODE-0107,DEPOT-090,AGENT-DEPOT-090-AGE-24,24,26.892312,75.806896,26.922313,75.836896,Customer 0107,125,4.6,Metropolitian ,17,4.469620875558295,False,True
knul324217390,2022-03-29,knul324217390,NODE-0108,DEPOT-091,AGENT-DEPOT-091-AGE-39,39,22.761593,75.886362,22.871593,75.996362,Customer 0108,195,4.2,Metropolitian ,11,16.63487011821184,False,True
buux572471968,2022-03-17,buux572471968,NODE-0109,DEPOT-092,AGENT-DEPOT-092-AGE-37,37,11.026117,76.944652,11.066117,76.984652,Customer 0109,90,4.8,Metropolitian ,15,6.232139486668102,False,True
ieue797662723,2022-03-17,ieue797662723,NODE-0047,DEPOT-038,AGENT-DEPOT-038-AGE-32,32,13.064181,80.236442,13.104181,80.276442,Customer 0047,140,4.9,Metropolitian ,16,6.209021101535612,False,True
eztk468187811,2022-02-15,eztk468187811,NODE-0110,DEPOT-093,AGENT-DEPOT-093-AGE-22,22,26.483042,80.317833,26.533042,80.367833,Customer 0110,90,4.5,Metropolitian ,4,7.460830127736633,False,True
zzid436960558,2022-03-18,zzid436960558,NODE-0097,DEPOT-082,AGENT-DEPOT-082-AGE-23,23,11.000762,76.981876,11.130762,77.111876,Customer 0097,90,4.9,Metropolitian ,12,20.253785359470783,False,True
kllk327072475,2022-03-08,kllk327072475,NODE-0111,DEPOT-094,AGENT-DEPOT-094-AGE-33,33,23.359033,85.325347,23.469033,85.435347,Customer 0111,245,4.7,Metropolitian ,13,16.600975700594585,False,True
uurs547552548,2022-02-17,uurs547552548,NODE-0112,DEPOT-095,AGENT-DEPOT-095-AGE-23,23,22.569358,88.433452,22.599358,88.463452,Customer 0112,75,4.7,Metropolitian ,4,4.540321372891478,False,True
ubwl989345056,2022-03-31,ubwl989345056,NODE-0113,DEPOT-003,AGENT-DEPOT-003-AGE-27,27,12.914264,77.6784,12.994264,77.7584,Customer 0113,105,4.6,Metropolitian ,15,12.421212735966002,False,True
iimu721647260,2022-03-01,iimu721647260,NODE-0114,DEPOT-096,AGENT-DEPOT-096-AGE-34,34,19.121999,72.908493,19.161999,72.948493,Customer 0114,115,4.7,Metropolitian ,15,6.1187118466897275,False,True
tfxz025621580,2022-04-03,tfxz025621580,NODE-0115,DEPOT-097,AGENT-DEPOT-097-AGE-26,26,21.157729,72.768726,21.167729,72.778726,Customer 0115,55,5.0,Urban ,15,1.520431947999248,False,True
kgjb145446786,2022-03-24,kgjb145446786,NODE-0116,DEPOT-098,AGENT-DEPOT-098-AGE-31,31,22.311603,73.165012,22.371603,73.225012,Customer 0116,125,4.6,Metropolitian ,11,9.087972744661085,False,True
xrxy085440961,2022-03-07,xrxy085440961,NODE-0117,DEPOT-099,AGENT-DEPOT-099-AGE-32,32,18.536562,73.896485,18.556562,73.916485,Customer 0117,90,4.9,Metropolitian ,18,3.0644871057616703,False,True
pnzt689957903,2022-03-09,pnzt689957903,NODE-0118,DEPOT-100,AGENT-DEPOT-100-AGE-27,27,22.745536,75.893106,22.765536,75.913106,Customer 0118,70,4.7,Metropolitian ,11,3.025144329113595,False,True
qrng205617369,2022-03-12,qrng205617369,NODE-0068,DEPOT-057,AGENT-DEPOT-057-AGE-21,21,12.933298,77.614293,13.023298,77.704293,Customer 0068,180,4.9,Metropolitian ,11,13.973206773137713,False,True
