order_id,order_date,customer_id,customer_node_id,depot_id,agent_id,depot_lat,depot_lon,customer_lat,customer_lon,customer_name,observed_eta_min,rating,area,node_order_count,direct_depot_customer_km,is_distance_outlier,is_routing_eligible
0x2288,2022-03-16,0x2288,NODE-0019,DEPOT-019,BANGRES09DEL03,12.934179,77.615797,13.024179,77.705797,Customer 0019,47,4.0,Metropolitian,15,13.973182653917394,False,True
0x3c5e,2022-04-02,0x3c5e,NODE-0020,DEPOT-020,PUNERES04DEL01,18.51421,73.838429,18.62421,73.948429,Customer 0020,12,4.8,Urban,12,16.85361872985359,False,True
0x3e60,2022-04-01,0x3e60,NODE-0021,DEPOT-021,COIMBRES02DEL03,11.022477,76.995667,11.052477,77.025667,Customer 0021,26,4.8,Metropolitian,15,4.674172124263269,False,True
0xbff,2022-03-05,0xbff,NODE-0022,DEPOT-022,SURRES16DEL02,21.160437,72.774209,21.210437,72.824209,Customer 0022,22,4.1,Urban,15,7.601616771071091,False,True
0xd936,2022-02-11,0xd936,NODE-0023,DEPOT-023,GOARES15DEL02,15.51315,73.78346,15.56315,73.83346,Customer 0023,21,4.3,Urban,3,7.720324413179964,False,True
0xd681,2022-02-11,0xd681,NODE-0024,DEPOT-024,GOARES07DEL01,15.561295,73.749478,15.601295,73.789478,Customer 0024,25,4.9,Urban,3,6.175636261016932,False,True
0x30c8,2022-04-02,0x30c8,NODE-0025,DEPOT-011,PUNERES19DEL02,18.563934,73.915367,18.693935,74.045367,Customer 0025,30,4.6,Metropolitian,14,19.914686965545187,False,True
0xb843,2022-03-08,0xb843,NODE-0026,DEPOT-025,PUNERES02DEL01,18.55144,73.804855,18.62144,73.874855,Customer 0026,22,4.9,Metropolitian,13,10.724517748046024,False,True
0xb3a0,2022-04-03,0xb3a0,NODE-0027,DEPOT-026,PUNERES18DEL01,18.593481,73.785901,18.633481,73.825901,Customer 0027,10,4.7,Urban,15,6.127835452844327,False,True
0x6531,2022-03-30,0x6531,NODE-0028,DEPOT-027,SURRES08DEL01,21.173343,72.792731,21.183343,72.802731,Customer 0028,19,4.8,Metropolitian,11,1.5203573134022046,False,True
0x4bda,2022-04-01,0x4bda,NODE-0029,DEPOT-028,HYDRES17DEL02,17.451976,78.385883,17.471976,78.405883,Customer 0029,11,5.0,Urban,14,3.0734537599377685,False,True
0x9d26,2022-03-28,0x9d26,NODE-0030,DEPOT-029,BANGRES17DEL02,12.972532,77.608179,12.992532,77.628179,Customer 0030,11,4.9,Metropolitian,15,3.105131477545897,False,True
0x9b18,2022-03-18,0x9b18,NODE-0031,DEPOT-029,BANGRES17DEL01,12.972532,77.608179,13.042532,77.678179,Customer 0031,28,4.8,Metropolitian,14,10.867426834480481,False,True
0x5d99,2022-03-14,0x5d99,NODE-0032,DEPOT-030,CHENRES11DEL01,13.064181,80.236442,13.134181,80.306442,Customer 0032,33,4.3,Metropolitian,16,10.865464603780389,False,True
0x4f0,2022-04-06,0x4f0,NODE-0033,DEPOT-031,MUMRES17DEL02,19.121999,72.908493,19.201999,72.988493,Customer 0033,33,4.7,Metropolitian,12,12.236723616598548,False,True
0xb796,2022-04-04,0xb796,NODE-0034,DEPOT-032,SURRES17DEL03,21.149569,72.772697,21.239569,72.862697,Customer 0034,52,4.7,Metropolitian,15,13.682516298592297,False,True
0x85b4,2022-03-08,0x85b4,NODE-0035,DEPOT-033,MUMRES07DEL01,19.091458,72.827808,19.201458,72.937808,Customer 0035,22,4.6,Metropolitian,15,16.826241648658115,False,True
0xc644,2022-02-13,0xc644,NODE-0036,DEPOT-034,KOLRES16DEL02,22.539129,88.365507,22.559129,88.385507,Customer 0036,16,4.9,Urban,2,3.0272369309754272,False,True
0x6999,2022-03-24,0x6999,NODE-0037,DEPOT-015,MUMRES02DEL03,19.221315,72.862381,19.281315,72.922381,Customer 0037,11,4.9,Metropolitian,12,9.175193844437826,False,True
0x63b6,2022-03-19,0x63b6,NODE-0038,DEPOT-035,BANGRES05DEL03,12.970324,77.645748,13.030324,77.705748,Customer 0038,25,4.9,Metropolitian,17,9.315069177421892,False,True
0xa30b,2022-03-09,0xa30b,NODE-0039,DEPOT-030,CHENRES11DEL01,13.064181,80.236442,13.104181,80.276442,Customer 0039,26,4.8,Urban,17,6.209021101535612,False,True
0x3556,2022-03-19,0x3556,NODE-0040,DEPOT-036,SURRES09DEL01,21.175975,72.795503,21.185975,72.805503,Customer 0040,18,5.0,Metropolitian,13,1.5203447277401048,False,True
0x5554,2022-04-03,0x5554,NODE-0041,DEPOT-037,RANCHIRES15DEL01,23.369746,85.33982,23.409746,85.37982,Customer 0041,16,4.9,Metropolitian,16,6.037225392443855,False,True
0x25fd,2022-03-25,0x25fd,NODE-0042,DEPOT-038,BANGRES19DEL01,12.914264,77.6784,13.024264,77.7884,Customer 0042,23,4.8,Metropolitian,16,17.078665498349437,False,True
0x7ac8,2022-04-04,0x7ac8,NODE-0043,DEPOT-039,COIMBRES14DEL02,11.003681,76.975525,11.083681,77.055525,Customer 0043,36,4.8,Metropolitian,12,12.464329297636581,False,True
0x3da1,2022-03-26,0x3da1,NODE-0044,DEPOT-027,SURRES08DEL03,21.173343,72.792731,21.233343,72.852731,Customer 0044,16,4.7,Metropolitian,14,9.121425981981247,False,True
0x272d,2022-03-10,0x272d,NODE-0045,DEPOT-040,COIMBRES07DEL03,10.96185,76.971082,11.05185,77.061082,Customer 0045,19,4.7,Urban,15,14.023232083084483,False,True
0xddc5,2022-02-14,0xddc5,NODE-0046,DEPOT-041,AGRRES12DEL03,27.165108,78.015053,27.255108,78.105053,Customer 0046,27,4.6,Metropolitian,4,13.392612276663236,False,True
0xb002,2022-03-26,0xb002,NODE-0047,DEPOT-042,JAPRES14DEL01,26.88842,75.800689,26.89842,75.810689,Customer 0047,20,4.5,nan,14,1.4899271643865588,False,True
0x8aa2,2022-03-29,0x8aa2,NODE-0048,DEPOT-043,JAPRES18DEL02,26.913987,75.752891,26.993987,75.832891,Customer 0048,18,4.8,Urban,16,11.916582838288104,False,True
0xb55a,2022-03-30,0xb55a,NODE-0049,DEPOT-044,MYSRES04DEL03,12.3085,76.665808,12.3385,76.695808,Customer 0049,22,4.9,Metropolitian,17,4.663566689152146,False,True
0x73cc,2022-03-12,0x73cc,NODE-0050,DEPOT-045,SURRES12DEL01,21.183434,72.814492,21.253434,72.884492,Customer 0050,34,4.4,Metropolitian,13,10.641157729337541,False,True
0xbe80,2022-03-31,0xbe80,NODE-0051,DEPOT-046,MUMRES04DEL01,19.254567,72.848923,19.364567,72.958923,Customer 0051,24,5.0,Urban,13,16.818368923732613,False,True
0x1609,2022-03-17,0x1609,NODE-0052,DEPOT-025,PUNERES02DEL01,18.55144,73.804855,18.59144,73.844855,Customer 0052,17,4.9,Metropolitian,15,6.128551257919138,False,True
0xd255,2022-02-15,0xd255,NODE-0053,DEPOT-047,ALHRES07DEL02,25.449659,81.839744,25.469659,81.859744,Customer 0053,14,4.8,Metropolitian,3,2.996250036665907,False,True
0xde72,2022-02-15,0xde72,NODE-0054,DEPOT-048,DEHRES19DEL02,30.372202,78.077151,30.422202,78.127151,Customer 0054,30,4.9,Metropolitian,3,7.342175722857793,False,True
0xa258,2022-03-16,0xa258,NODE-0055,DEPOT-049,CHENRES12DEL03,12.972793,80.249982,13.062793,80.339982,Customer 0055,36,4.6,Metropolitian,14,13.972123977178622,False,True
0x8b53,2022-03-17,0x8b53,NODE-0056,DEPOT-050,SURRES11DEL01,21.157735,72.768778,21.197735,72.808778,Customer 0056,18,4.7,Urban,17,6.081440797008078,False,True
0xbbde,2022-03-15,0xbbde,NODE-0057,DEPOT-051,SURRES01DEL01,21.186438,72.794115,21.226438,72.834115,Customer 0057,17,4.6,Metropolitian,16,6.080891507842322,False,True
0xa9f,2022-03-11,0xa9f,NODE-0058,DEPOT-052,BANGRES13DEL01,12.935662,77.61413,12.975662,77.65413,Customer 0058,19,4.7,Metropolitian,14,6.2105896103141776,False,True
0x4b7f,2022-03-05,0x4b7f,NODE-0059,DEPOT-053,HYDRES13DEL03,17.431477,78.40035,17.491477,78.46035,Customer 0059,10,4.7,Metropolitian,14,9.220373067021216,False,True
0xb962,2022-03-12,0xb962,NODE-0060,DEPOT-030,CHENRES11DEL03,13.064181,80.236442,13.154181,80.326442,Customer 0060,37,4.1,Metropolitian,13,13.96960642768458,False,True
0x633c,2022-03-29,0x633c,NODE-0061,DEPOT-054,BANGRES010DEL03,12.933298,77.614293,13.023298,77.704293,Customer 0061,44,4.6,Metropolitian,13,13.973206773137713,False,True
0x2dc6,2022-03-19,0x2dc6,NODE-0062,DEPOT-055,VADRES20DEL01,22.311358,73.164798,22.351358,73.204798,Customer 0062,28,4.7,Metropolitian,15,6.058853851669116,False,True
0x903a,2022-03-10,0x903a,NODE-0063,DEPOT-056,BANGRES11DEL01,12.934365,77.616155,13.044365,77.726155,Customer 0063,42,4.7,Metropolitian,14,17.07799287216204,False,True
0x1fb7,2022-03-27,0x1fb7,NODE-0064,DEPOT-057,CHENRES02DEL01,13.086438,80.220672,13.196438,80.330672,Customer 0064,39,4.4,Metropolitian,15,17.072871906399556,False,True
0x34d7,2022-03-27,0x34d7,NODE-0051,DEPOT-046,MUMRES04DEL01,19.254567,72.848923,19.364567,72.958923,Customer 0051,20,4.7,Urban,13,16.818368923732613,False,True
0x156b,2022-03-24,0x156b,NODE-0065,DEPOT-058,JAPRES03DEL02,26.913483,75.803139,26.933483,75.823139,Customer 0065,31,5.0,Metropolitian,13,2.979502850576494,False,True
0x56ad,2022-03-09,0x56ad,NODE-0066,DEPOT-059,HYDRES04DEL03,17.411028,78.329645,17.471028,78.389645,Customer 0066,13,4.6,Metropolitian,15,9.220865975037842,False,True
0x837c,2022-03-03,0x837c,NODE-0067,DEPOT-060,PUNERES14DEL02,18.516216,73.842527,18.566216,73.892527,Customer 0067,28,4.8,Metropolitian,12,7.661331134220826,False,True
0xcbc4,2022-02-15,0xcbc4,NODE-0068,DEPOT-061,GOARES04DEL01,15.5696,73.742294,15.6096,73.782294,Customer 0068,19,4.8,Urban,2,6.1755160934059985,False,True
0xc19e,2022-02-18,0xc19e,NODE-0069,DEPOT-062,AURGRES08DEL02,19.876428,75.364792,19.956428,75.444792,Customer 0069,42,4.6,Urban,3,12.209856560906529,False,True
0x1d60,2022-03-01,0x1d60,NODE-0070,DEPOT-063,BANGRES12DEL01,12.939496,77.625999,12.949496,77.635999,Customer 0070,23,5.0,Metropolitian,16,1.5526813140972442,False,True
0x95fb,2022-03-23,0x95fb,NODE-0071,DEPOT-064,HYDRES05DEL01,17.433809,78.386744,17.543809,78.496744,Customer 0071,39,4.2,Metropolitian,13,16.902806732498032,False,True
0x8195,2022-04-01,0x8195,NODE-0072,DEPOT-065,RANCHIRES17DEL01,23.374878,85.335739,23.384878,85.345739,Customer 0072,25,4.6,Metropolitian,16,1.5093577696337532,False,True
0xc042,2022-02-16,0xc042,NODE-0073,DEPOT-066,AGRRES010DEL01,-27.163303,78.057044,27.233303,78.127044,Customer 0073,15,4.7,Metropolitian,1,6048.631240095335,True,False
0x6d19,2022-03-11,0x6d19,NODE-0074,DEPOT-067,INDORES12DEL02,22.74806,75.8934,22.76806,75.9134,Customer 0074,15,4.9,Urban,12,3.0251186390184004,False,True
0x35e6,2022-03-14,0x35e6,NODE-0075,DEPOT-068,JAPRES15DEL03,26.891191,75.802083,26.981191,75.892083,Customer 0075,15,4.8,Metropolitian,13,13.407092693002484,False,True
0xb437,2022-03-18,0xb437,NODE-0076,DEPOT-022,SURRES16DEL01,21.160437,72.774209,21.270437,72.884209,Customer 0076,15,5.0,Metropolitian,16,16.721976048741215,False,True
0x97e3,2022-04-01,0x97e3,NODE-0077,DEPOT-069,MYSRES16DEL02,12.316967,76.603067,12.366967,76.653067,Customer 0077,18,5.0,Metropolitian,16,7.772343594464243,False,True
0xa3e0,2022-04-04,0xa3e0,NODE-0078,DEPOT-070,MUMRES05DEL03,18.927584,72.832585,19.017584,72.922585,Customer 0078,29,4.7,Metropolitian,17,13.773737657079298,False,True
0x4161,2022-03-11,0x4161,NODE-0079,DEPOT-071,COIMBRES19DEL02,11.022298,76.998349,11.072298,77.048349,Customer 0079,20,4.7,Metropolitian,16,7.790158927084966,False,True
0x1236,2022-03-13,0x1236,NODE-0080,DEPOT-072,MYSRES07DEL01,12.325461,76.632278,12.365461,76.672278,Customer 0080,39,4.4,Metropolitian,13,6.217834398578936,False,True
0x2558,2022-03-04,0x2558,NODE-0081,DEPOT-073,PUNERES17DEL01,18.530963,73.828972,18.640963,73.938972,Customer 0081,19,4.8,Metropolitian,14,16.852834881460105,False,True
0x3185,2022-03-26,0x3185,NODE-0082,DEPOT-074,HYDRES19DEL03,17.458998,78.500366,17.488998,78.530366,Customer 0082,19,4.8,Urban,15,4.610035602260694,False,True
0x3c57,2022-03-16,0x3c57,NODE-0083,DEPOT-075,MUMRES14DEL02,19.1813,72.836191,19.3113,72.966191,Customer 0083,17,4.8,Metropolitian,16,19.879870677373702,False,True
0x4863,2022-03-01,0x4863,NODE-0084,DEPOT-021,COIMBRES02DEL01,11.022477,76.995667,11.032477,77.005667,Customer 0084,15,4.6,Urban,15,1.5580833985948437,False,True
0x6757,2022-03-15,0x6757,NODE-0085,DEPOT-076,INDORES05DEL02,22.727021,75.884167,22.747021,75.904167,Customer 0085,19,4.3,Urban,14,3.025332706173566,False,True
0x22ad,2022-03-04,0x22ad,NODE-0086,DEPOT-077,BANGRES03DEL03,12.979166,77.640709,13.069166,77.730709,Customer 0086,29,4.6,Metropolitian,15,13.97194896017493,False,True
0x9f99,2022-03-18,0x9f99,NODE-0087,DEPOT-078,MUMRES11DEL01,18.994237,72.825553,19.104237,72.935553,Customer 0087,22,4.8,Urban,12,16.83090555193196,False,True
0x6781,2022-03-23,0x6781,NODE-0088,DEPOT-079,MYSRES12DEL02,12.284747,76.625861,12.414747,76.755861,Customer 0088,42,4.3,Metropolitian,15,20.207797933358158,False,True
0x1b8d,2022-03-15,0x1b8d,NODE-0089,DEPOT-036,SURRES09DEL02,21.175975,72.795503,21.195975,72.815503,Customer 0089,12,4.7,Urban,13,3.040641621538495,False,True
0x1aea,2022-03-08,0x1aea,NODE-0090,DEPOT-080,COIMBRES12DEL02,11.000762,76.981876,11.130762,77.111876,Customer 0090,38,4.2,Metropolitian,13,20.253785359470783,False,True
0x1e42,2022-03-10,0x1e42,NODE-0091,DEPOT-027,SURRES08DEL01,21.173343,72.792731,21.283343,72.902731,Customer 0091,23,4.6,Metropolitian,17,16.72129600980331,False,True
0xddc8,2022-02-11,0xddc8,NODE-0092,DEPOT-081,KNPRES05DEL02,26.479108,80.315042,26.499108,80.335042,Customer 0092,15,4.7,Metropolitian,4,2.9845507897866907,False,True
0x24ac,2022-03-14,0x24ac,NODE-0093,DEPOT-082,SURRES05DEL02,21.175104,72.804342,21.255104,72.884342,Customer 0093,24,4.6,Metropolitian,17,12.161450531436758,False,True
0x3f01,2022-03-16,0x3f01,NODE-0094,DEPOT-006,MUMRES15DEL01,19.176269,72.836721,19.286269,72.946721,Customer 0094,37,3.8,Metropolitian,17,16.822155609317257,False,True
0x628c,2022-03-01,0x628c,NODE-0095,DEPOT-083,BANGRES15DEL02,12.975377,77.696664,13.025377,77.746664,Customer 0095,24,4.8,Metropolitian,17,7.762556904358442,False,True
0x6c38,2022-03-01,0x6c38,NODE-0096,DEPOT-084,RANCHIRES11DEL03,23.359194,85.325447,23.419194,85.385447,Customer 0096,13,4.8,Metropolitian,15,9.055855161965923,False,True
0x4beb,2022-03-30,0x4beb,NODE-0097,DEPOT-085,MYSRES08DEL01,12.297954,76.665169,12.307954,76.675169,Customer 0097,16,4.8,nan,17,1.5545816630911855,False,True
0x8339,2022-03-02,0x8339,NODE-0098,DEPOT-086,RANCHIRES07DEL02,23.359407,85.325055,23.439407,85.405055,Customer 0098,42,4.9,Urban,15,12.074047498027575,False,True
0x3ec5,2022-03-20,0x3ec5,NODE-0099,DEPOT-087,RANCHIRES01DEL03,23.416792,85.316842,23.506792,85.406842,Customer 0099,17,4.9,Metropolitian,15,13.580373876280879,False,True
0xadb4,2022-04-03,0xadb4,NODE-0100,DEPOT-088,JAPRES17DEL03,26.892312,75.806896,26.922313,75.836896,Customer 0100,25,4.6,Metropolitian,18,4.469620875558295,False,True
0x6e2,2022-04-02,0x6e2,NODE-0101,DEPOT-089,VADRES06DEL01,22.31279,73.170283,22.42279,73.280283,Customer 0101,25,4.7,Metropolitian,14,16.659838319169715,False,True
0x2bc0,2022-03-29,0x2bc0,NODE-0102,DEPOT-090,INDORES14DEL01,22.761593,75.886362,22.871593,75.996362,Customer 0102,39,4.2,Metropolitian,11,16.63487011821184,False,True
0x99e7,2022-03-17,0x99e7,NODE-0103,DEPOT-091,COIMBRES17DEL01,11.026117,76.944652,11.066117,76.984652,Customer 0103,18,4.8,Metropolitian,16,6.232139486668102,False,True
0x39ef,2022-03-17,0x39ef,NODE-0039,DEPOT-030,CHENRES11DEL01,13.064181,80.236442,13.104181,80.276442,Customer 0039,28,4.9,Metropolitian,17,6.209021101535612,False,True
0xe264,2022-02-15,0xe264,NODE-0104,DEPOT-092,KNPRES17DEL02,26.483042,80.317833,26.533042,80.367833,Customer 0104,18,4.5,Metropolitian,4,7.460830127736633,False,True
0xbd03,2022-03-18,0xbd03,NODE-0090,DEPOT-080,COIMBRES12DEL02,11.000762,76.981876,11.130762,77.111876,Customer 0090,18,4.9,Metropolitian,13,20.253785359470783,False,True
0x9a29,2022-03-08,0x9a29,NODE-0105,DEPOT-093,RANCHIRES04DEL01,23.359033,85.325347,23.469033,85.435347,Customer 0105,49,4.7,Metropolitian,13,16.600975700594585,False,True
0xd0e5,2022-02-17,0xd0e5,NODE-0106,DEPOT-094,KOLRES17DEL03,22.569358,88.433452,22.599358,88.463452,Customer 0106,15,4.7,Metropolitian,4,4.540321372891478,False,True
0xa480,2022-03-31,0xa480,NODE-0107,DEPOT-038,BANGRES19DEL02,12.914264,77.6784,12.994264,77.7584,Customer 0107,21,4.6,Metropolitian,16,12.421212735966002,False,True
0xb46c,2022-03-01,0xb46c,NODE-0108,DEPOT-031,MUMRES17DEL01,19.121999,72.908493,19.161999,72.948493,Customer 0108,23,4.7,Metropolitian,16,6.1187118466897275,False,True
0x7150,2022-04-03,0x7150,NODE-0109,DEPOT-095,SURRES14DEL01,21.157729,72.768726,21.167729,72.778726,Customer 0109,11,5.0,Urban,15,1.520431947999248,False,True
0x1e58,2022-03-24,0x1e58,NODE-0110,DEPOT-096,VADRES14DEL03,22.311603,73.165012,22.371603,73.225012,Customer 0110,25,4.6,Metropolitian,11,9.087972744661085,False,True
0x4460,2022-03-07,0x4460,NODE-0111,DEPOT-097,PUNERES09DEL02,18.536562,73.896485,18.556562,73.916485,Customer 0111,18,4.9,Metropolitian,18,3.0644871057616703,False,True
0x977d,2022-03-09,0x977d,NODE-0112,DEPOT-098,INDORES19DEL02,22.745536,75.893106,22.765536,75.913106,Customer 0112,14,4.7,Metropolitian,13,3.025144329113595,False,True
0x1602,2022-03-12,0x1602,NODE-0061,DEPOT-054,BANGRES010DEL03,12.933298,77.614293,13.023298,77.704293,Customer 0061,36,4.9,Metropolitian,13,13.973206773137713,False,True
0x894e,2022-03-24,0x894e,NODE-0113,DEPOT-063,BANGRES12DEL02,12.939496,77.625999,12.989496,77.675999,Customer 0113,18,4.8,Metropolitian,14,7.763102784727143,False,True
0x655,2022-03-05,0x655,NODE-0114,DEPOT-009,HYDRES14DEL01,17.426228,78.407495,17.436228,78.417495,Customer 0114,28,4.4,Metropolitian,11,1.5368503798521727,False,True
0x20f6,2022-03-18,0x20f6,NODE-0115,DEPOT-056,BANGRES11DEL03,12.934365,77.616155,13.024365,77.706155,Customer 0115,44,4.6,Metropolitian,13,13.97317756157655,False,True
0x3db1,2022-03-13,0x3db1,NODE-0116,DEPOT-013,COIMBRES13DEL03,11.003669,76.976494,11.063669,77.036494,Customer 0116,20,4.3,Metropolitian,13,9.348403522662325,False,True
0x1ec7,2022-03-09,0x1ec7,NODE-0117,DEPOT-099,PUNERES05DEL03,18.543626,73.905101,18.573626,73.935101,Customer 0117,19,4.7,nan,12,4.596576884051942,False,True
0x8ed2,2022-03-31,0x8ed2,NODE-0118,DEPOT-055,VADRES20DEL01,22.311358,73.164798,22.381358,73.234798,Customer 0118,35,5.0,Metropolitian,15,10.602467987619507,False,True
0x64cc,2022-03-23,0x64cc,NODE-0119,DEPOT-014,CHENRES19DEL01,12.986047,80.218114,13.096047,80.328114,Customer 0119,50,4.2,Metropolitian,15,17.076258901183188,False,True
0x2ed0,2022-03-24,0x2ed0,NODE-0120,DEPOT-100,HYDRES02DEL03,17.41233,78.449654,17.47233,78.509654,Customer 0120,34,4.1,Metropolitian,14,9.22083460710881,False,True
0x4008,2022-03-12,0x4008,NODE-0121,DEPOT-101,SURRES010DEL02,21.17106,72.789292,21.25106,72.869292,Customer 0121,17,4.6,Metropolitian,16,12.161605446010208,False,True
0x7553,2022-03-03,0x7553,NODE-0122,DEPOT-102,SURRES03DEL01,21.186884,72.793616,21.226884,72.833616,Customer 0122,23,4.6,Urban,14,6.080882967594327,False,True
0x35d8,2022-03-09,0x35d8,NODE-0123,DEPOT-091,COIMBRES17DEL03,11.026117,76.944652,11.056117,76.974652,Customer 0123,27,4.9,Metropolitian,16,4.674143698976439,False,True
0x4c88,2022-03-18,0x4c88,NODE-0124,DEPOT-103,MUMRES08DEL01,19.065838,72.832658,19.135838,72.902658,Customer 0124,35,3.9,Metropolitian,18,10.709003371535417,False,True
0x81a5,2022-03-07,0x81a5,NODE-0125,DEPOT-104,BANGRES04DEL03,12.98041,77.640489,13.04041,77.700489,Customer 0125,23,4.4,nan,14,9.31488473286169,False,True
0xae56,2022-03-04,0xae56,NODE-0126,DEPOT-021,COIMBRES02DEL01,11.022477,76.995667,11.132477,77.105667,Customer 0126,30,4.6,Metropolitian,18,17.137482577838597,False,True
0x9b79,2022-04-01,0x9b79,NODE-0127,DEPOT-105,MYSRES13DEL01,12.310972,76.659264,12.350972,76.699264,Customer 0127,28,4.8,Metropolitian,15,6.21800234869445,False,True
0x596a,2022-03-20,0x596a,NODE-0128,DEPOT-106,COIMBRES03DEL02,11.025083,77.015393,11.105083,77.095393,Customer 0128,24,4.7,Metropolitian,14,12.463883024166657,False,True
0x78aa,2022-03-31,0x78aa,NODE-0129,DEPOT-069,MYSRES16DEL02,12.316967,76.603067,12.446967,76.733067,Customer 0129,36,5.0,Urban,14,20.206581510507974,False,True
0xd7ec,2022-02-13,0xd7ec,NODE-0130,DEPOT-107,KOLRES04DEL03,22.538731,88.364878,22.598731,88.424878,Customer 0130,28,4.3,Metropolitian,2,9.081116432461174,False,True
0x55b1,2022-03-29,0x55b1,NODE-0131,DEPOT-108,COIMBRES11DEL01,11.001753,76.986241,11.111753,77.096241,Customer 0131,31,4.8,Urban,17,17.138077427627863,False,True
0x87e4,2022-03-16,0x87e4,NODE-0132,DEPOT-109,VADRES13DEL03,22.310237,73.158921,22.400237,73.248921,Customer 0132,44,4.0,Metropolitian,12,13.631343698142908,False,True
0x82c3,2022-03-14,0x82c3,NODE-0133,DEPOT-093,RANCHIRES04DEL02,23.359033,85.325347,23.439033,85.405347,Customer 0133,15,4.8,Metropolitian,14,12.074063090452917,False,True
0x5397,2022-03-31,0x5397,NODE-0134,DEPOT-026,PUNERES18DEL01,18.593481,73.785901,18.663481,73.855901,Customer 0134,33,4.4,Metropolitian,16,10.723264172167632,False,True
0x876b,2022-03-17,0x876b,NODE-0135,DEPOT-051,SURRES01DEL02,21.186438,72.794115,21.236438,72.844115,Customer 0135,30,4.9,Metropolitian,17,7.600994631258686,False,True
0x3a5a,2022-03-28,0x3a5a,NODE-0136,DEPOT-110,INDORES08DEL02,22.725748,75.898497,22.775748,75.948497,Customer 0136,22,4.9,Metropolitian,15,7.562982485200133,False,True
